attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.028,"[-1.501, -0.554]",0.473,-3.619,0.001,63.869,ngd,27,228683659.068,0.153,-1.000,-0.028,0,0,fn
c,-7.496,"[-10.739, -4.252]",3.243,-3.850,0.000,63.869,ngd,27,228683659.068,0.153,-6.000,-1.496,0,0,fn
s,-3.548,"[-5.226, -1.871]",1.677,-3.525,0.001,63.869,ngd,27,228683659.068,0.153,-3.000,-0.548,0,0,fn
vot,0.137,,,,,63.869,ngd,27,228683659.068,0.153,0.167,-0.030,0,0,fn
tt,-12.402,"[-48.145, 23.342]",35.743,-0.578,0.565,69.952,lm,27,6879135265.391,0.840,-1.000,-11.402,1,0,fn
c,106.858,"[-201.872, 415.588]",308.730,0.577,0.566,69.952,lm,27,6879135265.391,0.840,-6.000,112.858,1,0,fn
s,41.343,"[-80.436, 163.122]",121.779,0.566,0.573,69.952,lm,27,6879135265.391,0.840,-3.000,44.343,1,0,fn
vot,-0.116,,,,,69.952,lm,27,6879135265.391,0.840,0.167,-0.283,0,0,fn
tt,-1.090,"[-1.553, -0.627]",0.463,-3.924,0.000,114.090,ngd+lm,27,221538762.966,0.151,-1.000,-0.090,0,0,fn
c,-6.313,"[-8.825, -3.801]",2.512,-4.187,0.000,114.090,ngd+lm,27,221538762.966,0.151,-6.000,-0.313,0,0,fn
s,-3.007,"[-4.415, -1.6]",1.407,-3.561,0.001,114.090,ngd+lm,27,221538762.966,0.151,-3.000,-0.007,0,0,fn
vot,0.173,,,,,114.090,ngd+lm,27,221538762.966,0.151,0.167,0.006,0,0,fn
