stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.322,-7.044,-1.453,1.923,0.129,-0.267,0.114,1.756,-1.419,855667492.536,1584,0,0,0.188
norefined,2,-1.671,-6.960,-1.743,1.787,0.100,-0.348,0.126,1.674,-1.352,681107478.736,1584,0,0,0.240
norefined,3,-1.665,-6.900,-2.171,1.587,0.054,-0.399,0.152,1.593,-1.250,504179512.115,1584,0,0,0.241
norefined,4,-1.556,-6.833,-2.598,1.395,0.008,-0.425,0.161,1.539,-1.156,298196170.935,1584,0,0,0.228
norefined,5,-1.459,-6.749,-3.022,1.200,-0.050,-0.445,0.161,1.489,-1.058,132081094.674,1584,0,0,0.216
norefined,6,-1.330,-6.672,-3.430,1.002,-0.121,-0.455,0.168,1.429,-0.943,63889919.233,1584,0,0,0.199
norefined,7,-1.578,-6.654,-3.625,0.790,-0.255,-0.382,0.219,1.256,-0.722,65630663.335,1584,0,0,0.237
norefined,8,-1.095,-6.756,-3.668,0.754,-0.283,-0.347,0.222,1.255,-0.742,78768715.338,1584,0,0,0.162
norefined,9,-1.579,-6.727,-3.620,0.740,-0.294,-0.312,0.243,1.174,-0.682,61409693.053,1584,0,0,0.235
norefined,10,-1.093,-6.817,-3.677,0.708,-0.311,-0.289,0.246,1.179,-0.705,74459228.055,1584,0,0,0.160
refined,11,-1.579,-6.727,-3.620,0.740,-0.294,-0.312,0.243,1.174,-0.682,61409693.053,1584,0,0,0.235
refined,12,-1.002,-6.166,-3.287,0.365,0.460,0.226,0.009,-0.095,0.502,25619021.076,1584,0,0,0.163
refined,13,-1.229,-7.117,-3.731,0.584,0.432,0.171,0.112,0.125,0.367,21614618.488,1584,0,0,0.173
refined,14,-1.255,-7.204,-3.761,0.592,0.416,0.123,0.098,0.173,0.349,21526193.836,1584,0,0,0.174
refined,15,-1.260,-7.230,-3.773,0.599,0.422,0.123,0.096,0.173,0.352,21525482.876,1584,0,0,0.174
refined,16,-1.259,-7.227,-3.771,0.598,0.421,0.122,0.095,0.174,0.351,21525463.219,1584,0,0,0.174
refined,17,-1.260,-7.229,-3.772,0.598,0.422,0.123,0.095,0.174,0.352,21525461.673,1584,0,0,0.174
refined,18,-1.260,-7.228,-3.772,0.598,0.422,0.123,0.095,0.174,0.352,21525461.509,1584,0,0,0.174
refined,19,-1.260,-7.228,-3.772,0.598,0.422,0.123,0.095,0.174,0.352,21525461.491,1584,0,0,0.174
refined,20,-1.260,-7.228,-3.772,0.598,0.422,0.123,0.095,0.174,0.352,21525461.489,1584,0,0,0.174
