attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.321,"[-1.852, -0.791]",0.530,-4.973,0.000,1,0.150,73670597.567,0.085,-1.000,-0.321,0,0,fn
c,-7.619,"[-10.442, -4.796]",2.823,-5.387,0.000,1,0.150,73670597.567,0.085,-6.000,-1.619,0,0,fn
s,-3.740,"[-5.105, -2.376]",1.365,-5.471,0.000,1,0.150,73670597.567,0.085,-3.000,-0.740,0,0,fn
k0,0.337,"[-0.218, 0.892]",0.555,1.212,0.230,1,0.150,73670597.567,0.085,0.000,0.337,0,0,fp
k1,-0.224,"[-0.68, 0.232]",0.456,-0.982,0.330,1,0.150,73670597.567,0.085,0.000,-0.224,0,0,fp
k2,-0.234,"[-0.737, 0.269]",0.503,-0.929,0.356,1,0.150,73670597.567,0.085,0.000,-0.234,0,0,fp
k3,-0.295,"[-1.132, 0.542]",0.837,-0.704,0.484,1,0.150,73670597.567,0.085,0.000,-0.295,0,0,fp
k4,0.165,"[-0.281, 0.61]",0.445,0.738,0.463,1,0.150,73670597.567,0.085,0.000,0.165,0,0,fp
k5,-0.044,"[-0.484, 0.396]",0.440,-0.199,0.843,1,0.150,73670597.567,0.085,0.000,-0.044,0,0,fp
vot,0.173,,,,,1,0.150,73670597.567,0.085,0.167,0.007,0,0,fn
tt,-0.877,"[-1.216, -0.538]",0.339,-5.157,0.000,1,0.200,109904396.108,0.104,-1.000,0.123,0,0,fn
c,-5.252,"[-7.114, -3.391]",1.861,-5.633,0.000,1,0.200,109904396.108,0.104,-6.000,0.748,0,0,fn
s,-3.013,"[-4.01, -2.015]",0.998,-6.028,0.000,1,0.200,109904396.108,0.104,-3.000,-0.013,0,0,fn
k0,0.180,"[-0.284, 0.644]",0.464,0.774,0.442,1,0.200,109904396.108,0.104,0.000,0.180,0,0,fp
k1,-0.376,"[-0.839, 0.086]",0.462,-1.624,0.109,1,0.200,109904396.108,0.104,0.000,-0.376,0,0,fp
k2,0.247,"[-0.196, 0.69]",0.443,1.113,0.270,1,0.200,109904396.108,0.104,0.000,0.247,0,0,fp
k3,0.265,"[-0.425, 0.955]",0.690,0.767,0.446,1,0.200,109904396.108,0.104,0.000,0.265,0,0,fp
k4,-0.011,"[-0.397, 0.376]",0.386,-0.055,0.956,1,0.200,109904396.108,0.104,0.000,-0.011,0,0,fp
k5,0.018,"[-0.401, 0.438]",0.420,0.088,0.930,1,0.200,109904396.108,0.104,0.000,0.018,0,0,fp
vot,0.167,,,,,1,0.200,109904396.108,0.104,0.167,0.000,0,0,fn
tt,-1.125,"[-1.54, -0.711]",0.415,-5.415,0.000,1,0.250,79744873.638,0.088,-1.000,-0.125,0,0,fn
c,-6.668,"[-8.899, -4.438]",2.230,-5.968,0.000,1,0.250,79744873.638,0.088,-6.000,-0.668,0,0,fn
s,-3.198,"[-4.245, -2.151]",1.047,-6.097,0.000,1,0.250,79744873.638,0.088,-3.000,-0.198,0,0,fn
k0,-0.454,"[-0.928, 0.019]",0.473,-1.915,0.060,1,0.250,79744873.638,0.088,0.000,-0.454,0,1,fp
k1,0.316,"[-0.106, 0.739]",0.423,1.494,0.140,1,0.250,79744873.638,0.088,0.000,0.316,0,0,fp
k2,0.615,"[0.087, 1.143]",0.528,2.323,0.023,1,0.250,79744873.638,0.088,0.000,0.615,0,1,fp
k3,-0.210,"[-0.94, 0.52]",0.730,-0.575,0.567,1,0.250,79744873.638,0.088,0.000,-0.210,0,0,fp
k4,0.117,"[-0.318, 0.553]",0.435,0.538,0.592,1,0.250,79744873.638,0.088,0.000,0.117,0,0,fp
k5,-0.224,"[-0.638, 0.19]",0.414,-1.080,0.284,1,0.250,79744873.638,0.088,0.000,-0.224,0,0,fp
vot,0.169,,,,,1,0.250,79744873.638,0.088,0.167,0.002,0,0,fn
tt,-1.349,"[-1.806, -0.892]",0.457,-5.887,0.000,2,0.150,97318155.191,0.099,-1.000,-0.349,0,0,fn
c,-7.835,"[-10.484, -5.186]",2.649,-5.904,0.000,2,0.150,97318155.191,0.099,-6.000,-1.835,0,0,fn
s,-3.661,"[-4.881, -2.441]",1.220,-5.992,0.000,2,0.150,97318155.191,0.099,-3.000,-0.661,0,0,fn
k0,-0.321,"[-0.818, 0.176]",0.497,-1.288,0.202,2,0.150,97318155.191,0.099,0.000,-0.321,0,0,fp
k1,-0.084,"[-0.731, 0.562]",0.646,-0.260,0.796,2,0.150,97318155.191,0.099,0.000,-0.084,0,0,fp
k2,0.178,"[-0.619, 0.975]",0.797,0.445,0.658,2,0.150,97318155.191,0.099,0.000,0.178,0,0,fp
k3,0.615,"[0.065, 1.164]",0.550,2.232,0.029,2,0.150,97318155.191,0.099,0.000,0.615,0,1,fp
k4,0.150,"[-0.305, 0.605]",0.455,0.656,0.514,2,0.150,97318155.191,0.099,0.000,0.150,0,0,fp
k5,-0.671,"[-1.574, 0.231]",0.902,-1.484,0.142,2,0.150,97318155.191,0.099,0.000,-0.671,0,0,fp
vot,0.172,,,,,2,0.150,97318155.191,0.099,0.167,0.005,0,0,fn
tt,-1.016,"[-1.336, -0.696]",0.320,-6.333,0.000,2,0.200,125189849.512,0.115,-1.000,-0.016,0,0,fn
c,-5.703,"[-7.393, -4.013]",1.690,-6.737,0.000,2,0.200,125189849.512,0.115,-6.000,0.297,0,0,fn
s,-2.626,"[-3.429, -1.824]",0.802,-6.536,0.000,2,0.200,125189849.512,0.115,-3.000,0.374,0,0,fn
k0,-0.096,"[-0.549, 0.358]",0.454,-0.421,0.675,2,0.200,125189849.512,0.115,0.000,-0.096,0,0,fp
k1,-0.131,"[-0.672, 0.411]",0.542,-0.481,0.632,2,0.200,125189849.512,0.115,0.000,-0.131,0,0,fp
k2,-0.173,"[-0.789, 0.444]",0.616,-0.559,0.578,2,0.200,125189849.512,0.115,0.000,-0.173,0,0,fp
k3,0.191,"[-0.247, 0.629]",0.438,0.871,0.387,2,0.200,125189849.512,0.115,0.000,0.191,0,0,fp
k4,0.148,"[-0.254, 0.551]",0.403,0.735,0.465,2,0.200,125189849.512,0.115,0.000,0.148,0,0,fp
k5,0.156,"[-0.532, 0.843]",0.688,0.452,0.653,2,0.200,125189849.512,0.115,0.000,0.156,0,0,fp
vot,0.178,,,,,2,0.200,125189849.512,0.115,0.167,0.011,0,0,fn
tt,-0.935,"[-1.228, -0.642]",0.293,-6.374,0.000,2,0.250,108480340.117,0.106,-1.000,0.065,0,0,fn
c,-5.720,"[-7.406, -4.034]",1.686,-6.770,0.000,2,0.250,108480340.117,0.106,-6.000,0.280,0,0,fn
s,-2.700,"[-3.51, -1.889]",0.811,-6.648,0.000,2,0.250,108480340.117,0.106,-3.000,0.300,0,0,fn
k0,0.113,"[-0.34, 0.566]",0.453,0.499,0.620,2,0.250,108480340.117,0.106,0.000,0.113,0,0,fp
k1,-0.415,"[-0.884, 0.055]",0.469,-1.763,0.082,2,0.250,108480340.117,0.106,0.000,-0.415,0,1,fp
k2,0.621,"[0.012, 1.23]",0.609,2.035,0.046,2,0.250,108480340.117,0.106,0.000,0.621,0,1,fp
k3,0.014,"[-0.365, 0.392]",0.379,0.072,0.943,2,0.250,108480340.117,0.106,0.000,0.014,0,0,fp
k4,0.078,"[-0.326, 0.482]",0.404,0.384,0.702,2,0.250,108480340.117,0.106,0.000,0.078,0,0,fp
k5,-0.667,"[-1.34, 0.006]",0.673,-1.978,0.052,2,0.250,108480340.117,0.106,0.000,-0.667,0,1,fp
vot,0.164,,,,,2,0.250,108480340.117,0.106,0.167,-0.003,0,0,fn
tt,-1.349,"[-1.807, -0.891]",0.458,-5.878,0.000,3,0.150,86745897.382,0.096,-1.000,-0.349,0,0,fn
c,-7.943,"[-10.597, -5.288]",2.655,-5.972,0.000,3,0.150,86745897.382,0.096,-6.000,-1.943,0,0,fn
s,-3.985,"[-5.401, -2.569]",1.416,-5.618,0.000,3,0.150,86745897.382,0.096,-3.000,-0.985,0,0,fn
k0,-0.630,"[-1.165, -0.094]",0.536,-2.347,0.022,3,0.150,86745897.382,0.096,0.000,-0.630,0,1,fp
k1,0.143,"[-0.319, 0.606]",0.463,0.618,0.539,3,0.150,86745897.382,0.096,0.000,0.143,0,0,fp
k2,-0.439,"[-1.074, 0.195]",0.635,-1.381,0.172,3,0.150,86745897.382,0.096,0.000,-0.439,0,0,fp
k3,0.684,"[-0.396, 1.765]",1.080,1.264,0.211,3,0.150,86745897.382,0.096,0.000,0.684,0,0,fp
k4,0.054,"[-0.451, 0.559]",0.505,0.214,0.831,3,0.150,86745897.382,0.096,0.000,0.054,0,0,fp
k5,0.732,"[-0.105, 1.568]",0.836,1.747,0.085,3,0.150,86745897.382,0.096,0.000,0.732,0,1,fp
vot,0.170,,,,,3,0.150,86745897.382,0.096,0.167,0.003,0,0,fn
tt,-1.216,"[-1.72, -0.712]",0.504,-4.812,0.000,3,0.200,108155656.375,0.107,-1.000,-0.216,0,0,fn
c,-7.240,"[-10.21, -4.27]",2.970,-4.866,0.000,3,0.200,108155656.375,0.107,-6.000,-1.240,0,0,fn
s,-3.232,"[-4.595, -1.869]",1.363,-4.732,0.000,3,0.200,108155656.375,0.107,-3.000,-0.232,0,0,fn
k0,-0.188,"[-0.691, 0.316]",0.503,-0.743,0.460,3,0.200,108155656.375,0.107,0.000,-0.188,0,0,fp
k1,-0.338,"[-0.838, 0.161]",0.500,-1.352,0.181,3,0.200,108155656.375,0.107,0.000,-0.338,0,0,fp
k2,0.247,"[-0.507, 1.001]",0.754,0.654,0.515,3,0.200,108155656.375,0.107,0.000,0.247,0,0,fp
k3,-0.451,"[-1.466, 0.565]",1.016,-0.886,0.379,3,0.200,108155656.375,0.107,0.000,-0.451,0,0,fp
k4,0.256,"[-0.326, 0.838]",0.582,0.879,0.383,3,0.200,108155656.375,0.107,0.000,0.256,0,0,fp
k5,-0.385,"[-1.193, 0.422]",0.807,-0.953,0.344,3,0.200,108155656.375,0.107,0.000,-0.385,0,0,fp
vot,0.168,,,,,3,0.200,108155656.375,0.107,0.167,0.001,0,0,fn
tt,-0.962,"[-1.383, -0.541]",0.421,-4.557,0.000,3,0.250,136817247.274,0.120,-1.000,0.038,0,0,fn
c,-5.542,"[-7.863, -3.222]",2.320,-4.768,0.000,3,0.250,136817247.274,0.120,-6.000,0.458,0,0,fn
s,-2.593,"[-3.745, -1.44]",1.152,-4.492,0.000,3,0.250,136817247.274,0.120,-3.000,0.407,0,0,fn
k0,0.193,"[-0.29, 0.677]",0.484,0.798,0.428,3,0.250,136817247.274,0.120,0.000,0.193,0,0,fp
k1,-0.093,"[-0.513, 0.327]",0.420,-0.443,0.659,3,0.250,136817247.274,0.120,0.000,-0.093,0,0,fp
k2,0.600,"[-0.117, 1.317]",0.717,1.670,0.100,3,0.250,136817247.274,0.120,0.000,0.600,0,1,fp
k3,-0.327,"[-1.218, 0.565]",0.891,-0.731,0.467,3,0.250,136817247.274,0.120,0.000,-0.327,0,0,fp
k4,-0.136,"[-0.683, 0.411]",0.547,-0.496,0.622,3,0.250,136817247.274,0.120,0.000,-0.136,0,0,fp
k5,-0.398,"[-1.176, 0.38]",0.778,-1.021,0.311,3,0.250,136817247.274,0.120,0.000,-0.398,0,0,fp
vot,0.174,,,,,3,0.250,136817247.274,0.120,0.167,0.007,0,0,fn
tt,-0.965,"[-1.258, -0.672]",0.293,-6.576,0.000,4,0.150,87888638.191,0.099,-1.000,0.035,0,0,fn
c,-6.033,"[-7.968, -4.099]",1.935,-6.225,0.000,4,0.150,87888638.191,0.099,-6.000,-0.033,0,0,fn
s,-2.739,"[-3.587, -1.89]",0.849,-6.441,0.000,4,0.150,87888638.191,0.099,-3.000,0.261,0,0,fn
k0,0.097,"[-0.363, 0.558]",0.461,0.422,0.674,4,0.150,87888638.191,0.099,0.000,0.097,0,0,fp
k1,-0.118,"[-0.395, 0.16]",0.278,-0.847,0.400,4,0.150,87888638.191,0.099,0.000,-0.118,0,0,fp
k2,-0.167,"[-0.518, 0.184]",0.351,-0.951,0.345,4,0.150,87888638.191,0.099,0.000,-0.167,0,0,fp
k3,0.008,"[-0.298, 0.313]",0.305,0.050,0.960,4,0.150,87888638.191,0.099,0.000,0.008,0,0,fp
k4,0.096,"[-0.197, 0.39]",0.294,0.655,0.515,4,0.150,87888638.191,0.099,0.000,0.096,0,0,fp
k5,0.038,"[-0.251, 0.328]",0.289,0.264,0.792,4,0.150,87888638.191,0.099,0.000,0.038,0,0,fp
vot,0.160,,,,,4,0.150,87888638.191,0.099,0.167,-0.007,0,0,fn
tt,-0.873,"[-1.176, -0.57]",0.303,-5.755,0.000,4,0.200,102047112.185,0.103,-1.000,0.127,0,0,fn
c,-5.390,"[-7.331, -3.449]",1.941,-5.543,0.000,4,0.200,102047112.185,0.103,-6.000,0.610,0,0,fn
s,-2.738,"[-3.642, -1.833]",0.904,-6.042,0.000,4,0.200,102047112.185,0.103,-3.000,0.262,0,0,fn
k0,-0.293,"[-0.763, 0.177]",0.470,-1.244,0.218,4,0.200,102047112.185,0.103,0.000,-0.293,0,0,fp
k1,-0.261,"[-0.563, 0.04]",0.301,-1.731,0.088,4,0.200,102047112.185,0.103,0.000,-0.261,0,1,fp
k2,-0.058,"[-0.405, 0.29]",0.348,-0.332,0.741,4,0.200,102047112.185,0.103,0.000,-0.058,0,0,fp
k3,0.138,"[-0.185, 0.46]",0.322,0.852,0.397,4,0.200,102047112.185,0.103,0.000,0.138,0,0,fp
k4,0.172,"[-0.124, 0.469]",0.296,1.161,0.250,4,0.200,102047112.185,0.103,0.000,0.172,0,0,fp
k5,0.232,"[-0.09, 0.554]",0.322,1.438,0.155,4,0.200,102047112.185,0.103,0.000,0.232,0,0,fp
vot,0.162,,,,,4,0.200,102047112.185,0.103,0.167,-0.005,0,0,fn
tt,-0.877,"[-1.167, -0.586]",0.290,-6.026,0.000,4,0.250,101938607.615,0.101,-1.000,0.123,0,0,fn
c,-5.663,"[-7.653, -3.673]",1.990,-5.680,0.000,4,0.250,101938607.615,0.101,-6.000,0.337,0,0,fn
s,-2.784,"[-3.691, -1.877]",0.907,-6.126,0.000,4,0.250,101938607.615,0.101,-3.000,0.216,0,0,fn
k0,-0.291,"[-0.767, 0.185]",0.476,-1.220,0.227,4,0.250,101938607.615,0.101,0.000,-0.291,0,0,fp
k1,-0.120,"[-0.419, 0.179]",0.299,-0.802,0.425,4,0.250,101938607.615,0.101,0.000,-0.120,0,0,fp
k2,0.082,"[-0.304, 0.468]",0.386,0.424,0.673,4,0.250,101938607.615,0.101,0.000,0.082,0,0,fp
k3,-0.069,"[-0.396, 0.258]",0.327,-0.422,0.674,4,0.250,101938607.615,0.101,0.000,-0.069,0,0,fp
k4,0.116,"[-0.19, 0.422]",0.306,0.755,0.453,4,0.250,101938607.615,0.101,0.000,0.116,0,0,fp
k5,0.044,"[-0.265, 0.352]",0.308,0.282,0.779,4,0.250,101938607.615,0.101,0.000,0.044,0,0,fp
vot,0.155,,,,,4,0.250,101938607.615,0.101,0.167,-0.012,0,0,fn
tt,-0.874,"[-1.132, -0.615]",0.259,-6.741,0.000,5,0.150,91001838.309,0.098,-1.000,0.126,0,0,fn
c,-5.552,"[-7.137, -3.966]",1.586,-6.989,0.000,5,0.150,91001838.309,0.098,-6.000,0.448,0,0,fn
s,-2.785,"[-3.701, -1.869]",0.916,-6.069,0.000,5,0.150,91001838.309,0.098,-3.000,0.215,0,0,fn
k0,-0.009,"[-0.646, 0.628]",0.637,-0.027,0.979,5,0.150,91001838.309,0.098,0.000,-0.009,0,0,fp
k1,0.230,"[-0.214, 0.675]",0.445,1.034,0.305,5,0.150,91001838.309,0.098,0.000,0.230,0,0,fp
k2,0.218,"[-0.225, 0.662]",0.443,0.983,0.329,5,0.150,91001838.309,0.098,0.000,0.218,0,0,fp
k3,0.211,"[-0.169, 0.591]",0.380,1.108,0.272,5,0.150,91001838.309,0.098,0.000,0.211,0,0,fp
k4,0.169,"[-0.355, 0.692]",0.524,0.642,0.523,5,0.150,91001838.309,0.098,0.000,0.169,0,0,fp
k5,-0.233,"[-0.618, 0.153]",0.385,-1.205,0.233,5,0.150,91001838.309,0.098,0.000,-0.233,0,0,fp
vot,0.157,,,,,5,0.150,91001838.309,0.098,0.167,-0.009,0,0,fn
tt,-0.833,"[-1.12, -0.545]",0.287,-5.784,0.000,5,0.200,115416211.212,0.111,-1.000,0.167,0,0,fn
c,-5.438,"[-7.259, -3.617]",1.821,-5.961,0.000,5,0.200,115416211.212,0.111,-6.000,0.562,0,0,fn
s,-2.338,"[-3.229, -1.447]",0.891,-5.238,0.000,5,0.200,115416211.212,0.111,-3.000,0.662,0,0,fn
k0,-0.652,"[-1.311, 0.007]",0.659,-1.975,0.052,5,0.200,115416211.212,0.111,0.000,-0.652,0,1,fp
k1,0.394,"[-0.102, 0.89]",0.496,1.584,0.118,5,0.200,115416211.212,0.111,0.000,0.394,0,0,fp
k2,0.250,"[-0.254, 0.754]",0.504,0.991,0.325,5,0.200,115416211.212,0.111,0.000,0.250,0,0,fp
k3,0.230,"[-0.201, 0.662]",0.432,1.065,0.291,5,0.200,115416211.212,0.111,0.000,0.230,0,0,fp
k4,0.569,"[-0.06, 1.197]",0.628,1.806,0.075,5,0.200,115416211.212,0.111,0.000,0.569,0,1,fp
k5,-0.024,"[-0.444, 0.397]",0.421,-0.113,0.910,5,0.200,115416211.212,0.111,0.000,-0.024,0,0,fp
vot,0.153,,,,,5,0.200,115416211.212,0.111,0.167,-0.014,0,0,fn
tt,-1.232,"[-1.623, -0.841]",0.391,-6.288,0.000,5,0.250,69355589.580,0.086,-1.000,-0.232,0,0,fn
c,-7.640,"[-9.83, -5.45]",2.190,-6.964,0.000,5,0.250,69355589.580,0.086,-6.000,-1.640,0,0,fn
s,-3.580,"[-4.907, -2.252]",1.328,-5.381,0.000,5,0.250,69355589.580,0.086,-3.000,-0.580,0,0,fn
k0,0.442,"[-0.415, 1.3]",0.857,1.030,0.307,5,0.250,69355589.580,0.086,0.000,0.442,0,0,fp
k1,-0.013,"[-0.675, 0.649]",0.662,-0.040,0.968,5,0.250,69355589.580,0.086,0.000,-0.013,0,0,fp
k2,-0.563,"[-1.18, 0.055]",0.617,-1.820,0.073,5,0.250,69355589.580,0.086,0.000,-0.563,0,1,fp
k3,-0.555,"[-1.063, -0.047]",0.508,-2.179,0.033,5,0.250,69355589.580,0.086,0.000,-0.555,0,1,fp
k4,-0.419,"[-1.216, 0.379]",0.798,-1.048,0.298,5,0.250,69355589.580,0.086,0.000,-0.419,0,0,fp
k5,0.479,"[-0.003, 0.962]",0.482,1.985,0.051,5,0.250,69355589.580,0.086,0.000,0.479,0,1,fp
vot,0.161,,,,,5,0.250,69355589.580,0.086,0.167,-0.005,0,0,fn
